,R通道一阶矩,R通道二阶矩,R通道三阶矩,G通道一阶矩,G通道二阶矩,G通道三阶矩,B通道一阶矩,B通道二阶矩,B通道三阶矩,序号,类别
143,0.5296364705882353,0.009115953213945668,0.0012544636851591537,0.5103678431372548,0.0060197311860647,0.0008499547949060996,0.20591607843137258,0.011570372776286753,0.0016246563095577453,53,3
144,0.5046866666666667,0.012866054087765678,0.0017362413225276638,0.4902007843137255,0.010324380211854793,0.0013990040166528106,0.16810627450980387,0.012729847642133278,0.001805430173032655,54,3
145,0.5433682352941176,0.007357651604932232,0.0010640082692716282,0.5256619607843137,0.005671897389085112,0.0008050671925616396,0.15944941176470587,0.012488289225575391,0.0017402589822974536,55,3
146,0.5689607843137253,0.0095299564114508,0.0013304625027541746,0.5518349019607842,0.006831322561218259,0.0009559123955622635,0.15604941176470585,0.011494401452199637,0.0016535535187516394,56,3
147,0.5940356862745096,0.010299896185783055,0.001429024950525171,0.5667015686274509,0.006401557852977738,0.0008919536414838183,0.13739882352941177,0.012478819031209929,0.0017531849471073813,57,3
148,0.6056360784313723,0.00952227293321751,0.001329050312681611,0.5745929411764704,0.005550024934913573,0.0007759192301003352,0.14017019607843134,0.013037877826102738,0.0018209894506240854,58,3
149,0.5218196078431372,0.008312896740047255,0.0011518678701941526,0.5137321568627451,0.00562372235564759,0.0007929566815479573,0.2509019607843137,0.013467262768448268,0.0018688477630344556,59,3
150,0.4944454901960785,0.010512006675805156,0.0014618994446249879,0.48271333333333344,0.009919983125272447,0.0013528701317342363,0.19252274509803924,0.012842520631807174,0.0018070775334960555,6,3
151,0.5482007843137255,0.00868855594347702,0.001243079653824938,0.5153549019607843,0.005515153010196085,0.0007726057929583923,0.23671960784313728,0.013418280580929816,0.0018584169956225804,60,3
152,0.5420360784313725,0.009204374668246007,0.001277503535286477,0.5041545098039216,0.005525477170554778,0.0007729588542250775,0.21941176470588244,0.014827004468698389,0.0021394276516074275,61,3
153,0.5850074509803921,0.008830765129042979,0.0012342138616784077,0.5338694117647059,0.005911318371600921,0.0008315437911096278,0.2229274509803922,0.012409975864648922,0.0017227967195095903,62,3
154,0.5759741176470587,0.009232252477762347,0.0012529032262290946,0.5358635294117646,0.005482791869999677,0.0007730361963570804,0.2332294117647059,0.01287821746974327,0.0017923823620293563,63,3
155,0.5089152941176469,0.008445362256118014,0.0011915151566480916,0.4733141176470589,0.006670052185352442,0.0009313822879724116,0.2243925490196079,0.010205166379738215,0.0014401141344528878,64,3
156,0.5559694117647059,0.007609366291835459,0.0010467444321015241,0.588973725490196,0.005144648339386043,0.0007213640875352266,0.22118000000000002,0.011368612699433782,0.0015992695419538492,65,3
157,0.5156043137254901,0.00780004159138747,0.001094186118070573,0.5184439215686274,0.0061636153303716345,0.0008572148385001987,0.15814666666666666,0.01185093188503069,0.0016929053514669241,66,3
158,0.5108117647058823,0.0076406720438091,0.0010568138320877017,0.4993678431372549,0.005721210541281453,0.0007990548520590978,0.17487411764705882,0.01504184581649106,0.0020523798292394085,67,3
159,0.5594399999999998,0.007435782394821999,0.0010795530664380773,0.5417423529411765,0.005814613244391515,0.0008200639698381666,0.176121568627451,0.013018827640218642,0.0018342338083428649,68,3
